CodeBook Quantization: {24,10,25,13,}  -  {101,128,102,123,}  -  {90,99,88,96,}  -  {196,92,187,95,}  -  {151,146,150,150,}  -  {146,148,178,185,}  -  {168,173,172,173,}  -  {176,189,176,183,}  -  {188,189,183,179,}  -  {209,210,177,179,}  -  {189,192,187,188,}  -  {204,202,186,172,}  -  {212,210,186,186,}  -  {196,197,197,197,}  -  {205,204,201,201,}  -  {205,206,206,205,}  -  {205,204,218,214,}  -  {211,210,210,209,}  -  {212,209,211,215,}  -  {214,213,215,212,}  -  {221,219,212,212,}  -  {219,219,220,220,}  -  {223,222,223,221,}  -  {224,224,223,224,}  -  {226,226,227,229,}  -  {226,224,227,232,}  -  {225,224,231,231,}  -  {225,235,230,245,}  -  {230,229,231,230,}  -  {235,234,232,232,}  -  {235,233,234,234,}  -  {236,235,236,237,}  -  {238,239,236,234,}  -  {236,236,239,239,}  -  {241,237,240,233,}  -  {240,241,240,240,}  -  {242,241,241,240,}  -  {243,243,242,242,}  -  {243,244,242,243,}  -  {244,246,244,244,}  -  {243,245,244,244,}  -  {247,247,245,245,}  -  {244,246,248,248,}  -  {246,247,248,248,}  -  {248,249,247,250,}  -  {249,249,250,250,}  -  {251,249,252,249,}  -  {250,249,250,250,}  -  {251,251,251,251,}  -  {251,252,252,252,}  -  {253,253,253,253,}  -  {254,254,254,254,}  -  
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
251	251	251	251	
247	247	245	245	
247	247	245	245	
248	249	247	250	
251	251	251	251	
251	251	251	251	
251	251	251	251	
247	247	245	245	
253	253	253	253	
251	252	252	252	
251	252	252	252	
251	251	251	251	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
253	253	253	253	
251	249	252	249	
249	249	250	250	
249	249	250	250	
253	253	253	253	
253	253	253	253	
251	252	252	252	
253	253	253	253	
253	253	253	253	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
254	254	254	254	
